Date,AAPL,BA,COST,ETH-USD,GS,TSLA,V
2023-11-20,190.7262420654297,217.7100067138672,565.3389282226562,2022.2391357421875,330.3508605957031,235.60000610351562,248.54544067382812
2023-11-21,189.91932678222656,218.27000427246094,568.7457275390625,1937.0667724609375,325.9909362792969,241.1999969482422,250.7925567626953
2023-11-22,190.5867919921875,219.91000366210938,573.3984985351562,2064.42529296875,329.56256103515625,234.2100067138672,252.27406311035156
2023-11-24,189.25184631347656,220.0,575.6177978515625,2081.152099609375,330.058837890625,235.4499969482422,252.8507843017578
2023-11-27,189.07252502441406,219.3000030517578,579.0636596679688,2027.4173583984375,328.6574401855469,236.0800018310547,252.69166564941406
2023-11-28,189.6802215576172,222.3699951171875,578.1875610351562,2049.338134765625,328.59906005859375,246.72000122070312,251.49850463867188
2023-11-29,188.6541290283203,224.42999267578125,572.2110595703125,2029.92919921875,333.8582458496094,244.13999938964844,252.78115844726562
2023-11-30,189.23191833496094,231.6300048828125,576.9611206054688,2052.55615234375,335.1141662597656,240.0800018310547,255.2172088623047
2023-12-01,190.51705932617188,233.8699951171875,580.377685546875,2087.139892578125,341.8745422363281,238.8300018310547,254.98854064941406
2023-12-04,188.71388244628906,234.8699951171875,583.13232421875,2243.2158203125,342.81646728515625,235.5800018310547,252.98997497558594
2023-12-05,192.68881225585938,234.16000366210938,589.2354125976562,2293.841796875,335.32025146484375,238.72000122070312,253.15899658203125
2023-12-06,191.59298706054688,236.88999938964844,591.260009765625,2231.661376953125,335.53607177734375,239.3699951171875,252.8408203125
2023-12-07,193.53561401367188,237.3300018310547,594.6863403320312,2357.57958984375,338.13623046875,242.63999938964844,254.36212158203125
2023-12-08,194.97015380859375,244.6999969482422,594.5208740234375,2358.73193359375,344.2293395996094,243.83999633789062,254.2825469970703
2023-12-11,192.44970703125,248.0800018310547,607.252685546875,2224.578857421875,345.14190673828125,239.74000549316406,255.05810546875
2023-12-12,193.9739532470703,248.6300048828125,612.7426147460938,2202.0380859375,345.97589111328125,237.00999450683594,258.080810546875
2023-12-13,197.21165466308594,250.91000366210938,624.9097290039062,2260.648681640625,355.9054870605469,239.2899932861328,260.88470458984375
2023-12-14,197.361083984375,256.239990234375,613.9884643554688,2316.5791015625,376.2552795410156,251.0500030517578,257.25555419921875
2023-12-15,196.8231201171875,264.2699890136719,641.2820434570312,2219.33740234375,373.3509826660156,253.5,256.55950927734375
2023-12-18,195.1494598388672,260.4100036621094,663.105224609375,2217.2734375,369.31829833984375,252.0800018310547,256.8975830078125
2023-12-19,196.1955108642578,263.510009765625,659.6984252929688,2177.87255859375,375.2544860839844,257.2200012207031,258.5083312988281
2023-12-20,194.09349060058594,260.25,643.404052734375,2201.911376953125,370.417236328125,247.13999938964844,255.6447296142578
2023-12-21,193.94403076171875,262.0199890136719,647.4532470703125,2239.54248046875,373.4098815917969,254.5,258.0609130859375
2023-12-22,192.86814880371094,260.44000244140625,653.7218017578125,2326.52490234375,373.4883117675781,252.5399932861328,256.95721435546875
2023-12-26,192.32022094726562,262.7900085449219,656.6614379882812,2231.46533203125,374.4302673339844,256.6099853515625,257.6830749511719
2023-12-27,192.41983032226562,262.1000061035156,663.8092041015625,2378.739990234375,377.24627685546875,261.44000244140625,257.4543762207031
2023-12-28,192.84820556640625,260.3500061035156,660.125732421875,2347.566162109375,379.1399841308594,253.17999267578125,258.916015625
2023-12-29,191.80218505859375,260.6600036621094,657.1194458007812,2300.690673828125,378.51202392578125,248.47999572753906,258.8663024902344
